🐼电视公告HAOPC,#genre#
CCTV17,http://39.134.67.108/PLTV/88888888/224/3221225708/1.m3u8$黑龙江移动
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221226119/1.m3u8$高清
CCTV11,http://39.134.67.108/PLTV/88888888/224/3221226123/1.m3u8$高清
CCTV13,http://39.134.67.108/PLTV/88888888/224/3221226125/1.m3u8$高清
CCTV10,http://39.134.67.108/PLTV/88888888/224/3221226128/1.m3u8$高清
CGTN纪录,http://39.134.67.108/PLTV/88888888/224/3221225509/1.m3u8$黑龙江移动
CGTN,http://39.134.67.108/PLTV/88888888/224/3221225510/1.m3u8$黑龙江移动
CETV1,http://39.134.67.108/PLTV/88888888/224/3221225563/1.m3u8$黑龙江移动
CETV4,http://39.134.67.108/PLTV/88888888/224/3221225750/1.m3u8$黑龙江移动

咪咕视频,http://39.134.67.108/PLTV/88888888/224/3221225895/1.m3u8$黑龙江移动
咪咕体育,http://39.134.67.108/PLTV/88888888/224/3221225897/1.m3u8$黑龙江移动
咪咕视频,http://39.134.67.108/PLTV/88888888/224/3221226027/1.m3u8$黑龙江移动
咪咕体育,http://39.134.67.108/PLTV/88888888/224/3221226031/1.m3u8$黑龙江移动

安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225923/1.m3u8$黑龙江移动
安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225925/1.m3u8$高清
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225927/1.m3u8$黑龙江移动
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225931/1.m3u8$高清
东方卫视,http://39.134.67.108/PLTV/88888888/224/3221225942/1.m3u8$高清
东方卫视,http://39.134.67.108/PLTV/88888888/224/3221225960/1.m3u8$黑龙江移动
东南卫视,http://39.134.67.108/PLTV/88888888/224/3221225950/1.m3u8$高清
广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225962/1.m3u8$黑龙江移动
广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225966/1.m3u8$高清
贵州卫视,http://39.134.67.108/PLTV/88888888/224/3221225974/1.m3u8$高清
河北卫视,http://39.134.67.108/PLTV/88888888/224/3221225961/1.m3u8$高清
河北卫视,http://39.134.67.108/PLTV/88888888/224/3221225991/1.m3u8$黑龙江移动

湖北卫视,http://39.134.67.108/PLTV/88888888/224/3221225975/1.m3u8$高清
江苏卫视,http://39.134.67.108/PLTV/88888888/224/3221225929/1.m3u8$黑龙江移动
江苏卫视,http://39.134.67.108/PLTV/88888888/224/3221225938/1.m3u8$高清
江西卫视,http://39.134.67.108/PLTV/88888888/224/3221225935/1.m3u8$高清
江西卫视,http://39.134.67.108/PLTV/88888888/224/3221225995/1.m3u8$黑龙江移动
辽宁卫视,http://39.134.67.108/PLTV/88888888/224/3221225944/1.m3u8$黑龙江移动
青海卫视,http://39.134.67.108/PLTV/88888888/224/3221225948/1.m3u8$黑龙江移动
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221225952/1.m3u8$高清
陕西卫视,http://39.134.67.108/PLTV/88888888/224/3221225989/1.m3u8$黑龙江移动
深圳卫视,http://39.134.67.108/PLTV/88888888/224/3221225943/1.m3u8$高清
深圳卫视,http://39.134.67.108/PLTV/88888888/224/3221225997/1.m3u8$黑龙江移动
四川卫视,http://39.134.67.108/PLTV/88888888/224/3221225970/1.m3u8$高清
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221225972/1.m3u8$高清
西藏卫视,http://39.134.67.108/PLTV/88888888/224/3221225951/1.m3u8$黑龙江移动
新疆卫视,http://39.134.67.108/PLTV/88888888/224/3221225999/1.m3u8$黑龙江移动

云南卫视,http://39.134.67.108/PLTV/88888888/224/3221225957/1.m3u8$黑龙江移动
浙江卫视,http://39.134.67.108/PLTV/88888888/224/3221225959/1.m3u8$高清
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221225963/1.m3u8$高清

兵团卫视,http://39.134.67.108/PLTV/88888888/224/3221226005/1.m3u8$黑龙江移动
东南卫视,http://39.134.67.108/PLTV/88888888/224/3221226038/1.m3u8$黑龙江移动
广西卫视,http://39.134.67.108/PLTV/88888888/224/3221226024/1.m3u8$黑龙江移动
贵州卫视,http://39.134.67.108/PLTV/88888888/224/3221226030/1.m3u8$黑龙江移动
海南卫视,http://39.134.67.108/PLTV/88888888/224/3221226026/1.m3u8$黑龙江移动
河南卫视,http://39.134.67.108/PLTV/88888888/224/3221226023/1.m3u8$黑龙江移动
黑龙江卫视,http://39.134.67.108/PLTV/88888888/224/3221226006/1.m3u8$黑龙江移动
湖北卫视,http://39.134.67.108/PLTV/88888888/224/3221226015/1.m3u8$黑龙江移动
湖南卫视,http://39.134.67.108/PLTV/88888888/224/3221226000/1.m3u8$黑龙江移动
吉林卫视,http://39.134.67.108/PLTV/88888888/224/3221226013/1.m3u8$黑龙江移动
内蒙古卫视,http://39.134.67.108/PLTV/88888888/224/3221226017/1.m3u8$黑龙江移动
宁夏卫视,http://39.134.67.108/PLTV/88888888/224/3221226028/1.m3u8$黑龙江移动
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221226034/1.m3u8$黑龙江移动
山西卫视,http://39.134.67.108/PLTV/88888888/224/3221226009/1.m3u8$黑龙江移动
四川卫视,http://39.134.67.108/PLTV/88888888/224/3221226014/1.m3u8$黑龙江移动
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221226003/1.m3u8$黑龙江移动
延边卫视,http://39.134.67.108/PLTV/88888888/224/3221226040/1.m3u8$黑龙江移动
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221226001/1.m3u8$黑龙江移动

黑龙江文体,http://39.134.67.108/PLTV/88888888/224/3221226012/1.m3u8$黑龙江移动
黑龙江都市,http://39.134.67.108/PLTV/88888888/224/3221225969/1.m3u8$高清
黑龙江都市,http://39.134.67.108/PLTV/88888888/224/3221225990/1.m3u8$黑龙江移动
黑龙江农业科教,http://39.134.67.108/PLTV/88888888/224/3221225994/1.m3u8$高清
黑龙江农业科教,http://39.134.67.108/PLTV/88888888/224/3221225998/1.m3u8$黑龙江移动
黑龙江少儿,http://39.134.67.108/PLTV/88888888/224/3221225979/1.m3u8$高清
黑龙江文体,http://39.134.67.108/PLTV/88888888/224/3221225965/1.m3u8$高清
黑龙江新闻法治,http://39.134.67.108/PLTV/88888888/224/3221225967/1.m3u8$高清
黑龙江新闻法治,http://39.134.67.108/PLTV/88888888/224/3221225992/1.m3u8$黑龙江移动
黑龙江影视,http://39.134.67.108/PLTV/88888888/224/3221225973/1.m3u8$高清
睛彩竞技,http://39.134.67.108/PLTV/88888888/224/3221226046/1.m3u8$黑龙江移动
新闻综合,http://39.134.67.108/PLTV/88888888/224/3221226062/1.m3u8$黑龙江移动
新闻综合,http://39.134.67.108/PLTV/88888888/224/3221225993/1.m3u8$黑龙江移动

//青岛移动
CCTV1,http://112.6.197.24:9921/hls/1/index.m3u8
CCTV3,http://112.6.197.24:9921/hls/3/index.m3u8
CCTV4,http://112.6.197.24:9921/hls/4/index.m3u8
CCTV2,http://112.6.197.24:9921/hls/2/index.m3u8
CCTV5,http://112.6.197.24:9921/hls/5/index.m3u8
CCTV7,http://112.6.197.24:9921/hls/8/index.m3u8
CCTV6,http://112.6.197.24:9921/hls/7/index.m3u8
CCTV5+,http://112.6.197.24:9921/hls/6/index.m3u8
CCTV8,http://112.6.197.24:9921/hls/9/index.m3u8
CCTV9,http://112.6.197.24:9921/hls/10/index.m3u8
CCTV10,http://112.6.197.24:9921/hls/11/index.m3u8
CCTV11,http://112.6.197.24:9921/hls/12/index.m3u8
CCTV12,http://112.6.197.24:9921/hls/13/index.m3u8
CCTV13,http://112.6.197.24:9921/hls/14/index.m3u8
湖南卫视,http://112.6.197.24:9921/hls/16/index.m3u8
浙江卫视,http://112.6.197.24:9921/hls/17/index.m3u8
东方卫视,http://112.6.197.24:9921/hls/18/index.m3u8
江苏卫视,http://112.6.197.24:9921/hls/19/index.m3u8
山东卫视,http://112.6.197.24:9921/hls/15/index.m3u8
北京卫视,http://112.6.197.24:9921/hls/20/index.m3u8
安徽卫视,http://112.6.197.24:9921/hls/21/index.m3u8
天津卫视,http://112.6.197.24:9921/hls/22/index.m3u8
辽宁卫视,http://112.6.197.24:9921/hls/23/index.m3u8
东南卫视,http://112.6.197.24:9921/hls/25/index.m3u8
金鹰卡通卫视,http://112.6.197.24:9921/hls/24/index.m3u8
湖北卫视,http://112.6.197.24:9921/hls/26/index.m3u8
广东卫视,http://112.6.197.24:9921/hls/27/index.m3u8
重庆卫视,http://112.6.197.24:9921/hls/29/index.m3u8
江西卫视,http://112.6.197.24:9921/hls/30/index.m3u8
黑龙江卫视,http://112.6.197.24:9921/hls/28/index.m3u8
河北卫视,http://112.6.197.24:9921/hls/31/index.m3u8
四川卫视,http://112.6.197.24:9921/hls/32/index.m3u8
河南卫视,http://112.6.197.24:9921/hls/33/index.m3u8
广西卫视,http://112.6.197.24:9921/hls/34/index.m3u8
QTV-1,http://112.6.197.24:9921/hls/35/index.m3u8
QTV-2,http://112.6.197.24:9921/hls/36/index.m3u8
QTV-3,http://112.6.197.24:9921/hls/37/index.m3u8
QTV-4,http://112.6.197.24:9921/hls/38/index.m3u8
QTV-5,http://112.6.197.24:9921/hls/39/index.m3u8
QTV-6,http://112.6.197.24:9921/hls/40/index.m3u8


🐼联通专区,#genre#

某某酒店,http://110.53.52.63:8888/newlive/live/hls/1/live.m3u8
CCTV1,http://110.53.52.63:8888/newlive/live/hls/2/live.m3u8
CCTV2,http://110.53.52.63:8888/newlive/live/hls/3/live.m3u8
CCTV3,http://110.53.52.63:8888/newlive/live/hls/4/live.m3u8
CCTV4,http://110.53.52.63:8888/newlive/live/hls/5/live.m3u8
CCTV5,http://110.53.52.63:8888/newlive/live/hls/6/live.m3u8
CCTV5+,http://110.53.52.63:8888/newlive/live/hls/7/live.m3u8
CCTV6,http://110.53.52.63:8888/newlive/live/hls/8/live.m3u8
CCTV7,http://110.53.52.63:8888/newlive/live/hls/9/live.m3u8
CCTV8,http://110.53.52.63:8888/newlive/live/hls/10/live.m3u8
CCTV9,http://110.53.52.63:8888/newlive/live/hls/11/live.m3u8
CCTV10,http://110.53.52.63:8888/newlive/live/hls/12/live.m3u8
CCTV11,http://110.53.52.63:8888/newlive/live/hls/13/live.m3u8
CCTV12,http://110.53.52.63:8888/newlive/live/hls/14/live.m3u8
CCTV13,http://110.53.52.63:8888/newlive/live/hls/15/live.m3u8
CCTV14,http://110.53.52.63:8888/newlive/live/hls/16/live.m3u8
CCTV15,http://110.53.52.63:8888/newlive/live/hls/17/live.m3u8
北京卫视,http://110.53.52.63:8888/newlive/live/hls/18/live.m3u8
东方卫视,http://110.53.52.63:8888/newlive/live/hls/19/live.m3u8
广东卫视,http://110.53.52.63:8888/newlive/live/hls/20/live.m3u8
江苏卫视,http://110.53.52.63:8888/newlive/live/hls/21/live.m3u8
湖南卫视,http://110.53.52.63:8888/newlive/live/hls/22/live.m3u8
浙江卫视,http://110.53.52.63:8888/newlive/live/hls/23/live.m3u8
安徽卫视,http://110.53.52.63:8888/newlive/live/hls/24/live.m3u8
广西卫视,http://110.53.52.63:8888/newlive/live/hls/25/live.m3u8
云南卫视,http://110.53.52.63:8888/newlive/live/hls/26/live.m3u8
贵州卫视,http://110.53.52.63:8888/newlive/live/hls/28/live.m3u8
深圳卫视,http://110.53.52.63:8888/newlive/live/hls/27/live.m3u8
山东卫视,http://110.53.52.63:8888/newlive/live/hls/29/live.m3u8
重庆卫视,http://110.53.52.63:8888/newlive/live/hls/30/live.m3u8
河南卫视,http://110.53.52.63:8888/newlive/live/hls/32/live.m3u8
四川卫视,http://110.53.52.63:8888/newlive/live/hls/31/live.m3u8
湖北卫视,http://110.53.52.63:8888/newlive/live/hls/33/live.m3u8
甘肃卫视,http://110.53.52.63:8888/newlive/live/hls/35/live.m3u8
吉林卫视,http://110.53.52.63:8888/newlive/live/hls/34/live.m3u8
西藏卫视,http://110.53.52.63:8888/newlive/live/hls/36/live.m3u8
新疆卫视,http://110.53.52.63:8888/newlive/live/hls/37/live.m3u8
青海卫视,http://110.53.52.63:8888/newlive/live/hls/38/live.m3u8
宁夏卫视,http://110.53.52.63:8888/newlive/live/hls/39/live.m3u8
陕西卫视,http://110.53.52.63:8888/newlive/live/hls/40/live.m3u8
江西卫视,http://110.53.52.63:8888/newlive/live/hls/41/live.m3u8
天津卫视,http://110.53.52.63:8888/newlive/live/hls/42/live.m3u8
山西卫视,http://110.53.52.63:8888/newlive/live/hls/43/live.m3u8
内蒙古卫视,http://110.53.52.63:8888/newlive/live/hls/45/live.m3u8
东南卫视,http://110.53.52.63:8888/newlive/live/hls/47/live.m3u8
黑龙江卫视,http://110.53.52.63:8888/newlive/live/hls/44/live.m3u8
辽宁卫视,http://110.53.52.63:8888/newlive/live/hls/46/live.m3u8
GNTV,http://110.53.52.63:8888/newlive/live/hls/48/live.m3u8
湖南卫视,http://110.53.52.63:8888/newlive/live/hls/50/live.m3u8
金鹰卡通,http://110.53.52.63:8888/newlive/live/hls/49/live.m3u8
CHC影迷电影,http://110.53.52.63:8888/newlive/live/hls/52/live.m3u8
CHC动作电影,http://110.53.52.63:8888/newlive/live/hls/53/live.m3u8
CHC家庭影院,http://110.53.52.63:8888/newlive/live/hls/51/live.m3u8

//天津联通
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://111.160.17.2:59901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://111.160.17.2:59901/tsfile/live/0001_3.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://111.160.17.2:59901/tsfile/live/0001_4.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://111.160.17.2:59901/tsfile/live/0001_5.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://111.160.17.2:59901/tsfile/live/0001_6.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://111.160.17.2:59901/tsfile/live/0001_7.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://111.160.17.2:59901/tsfile/live/0001_8.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://111.160.17.2:59901/tsfile/live/0001_9.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://111.160.17.2:59901/tsfile/live/0001_10.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://111.160.17.2:59901/tsfile/live/0001_11.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://111.160.17.2:59901/tsfile/live/0001_12.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://111.160.17.2:59901/tsfile/live/0001_13.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://111.160.17.2:59901/tsfile/live/0001_14.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://111.160.17.2:59901/tsfile/live/0001_15.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://111.160.17.2:59901/tsfile/live/0001_16.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://111.160.17.2:59901/tsfile/live/0001_17.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://111.160.17.2:59901/tsfile/live/0001_18.m3u8?key=txiptv&playlive=1&authid=0
CCTV NEWS,http://111.160.17.2:59901/tsfile/live/0001_19.m3u8?key=txiptv&playlive=1&authid=0
重温经典,http://111.160.17.2:59901/tsfile/live/0001_20.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://111.160.17.2:59901/tsfile/live/0001_21.m3u8?key=txiptv&playlive=1&authid=0
天津1,http://111.160.17.2:59901/tsfile/live/0001_22.m3u8?key=txiptv&playlive=1&authid=0
天津2,http://111.160.17.2:59901/tsfile/live/0001_23.m3u8?key=txiptv&playlive=1&authid=0
天津3,http://111.160.17.2:59901/tsfile/live/0001_24.m3u8?key=txiptv&playlive=1&authid=0
天津5,http://111.160.17.2:59901/tsfile/live/0001_25.m3u8?key=txiptv&playlive=1&authid=0
天津6,http://111.160.17.2:59901/tsfile/live/0001_26.m3u8?key=txiptv&playlive=1&authid=0
精彩影视,http://111.160.17.2:59901/tsfile/live/0001_27.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://111.160.17.2:59901/tsfile/live/0001_28.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://111.160.17.2:59901/tsfile/live/0001_29.m3u8?key=txiptv&playlive=1&authid=0
卡酷,http://111.160.17.2:59901/tsfile/live/0001_30.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://111.160.17.2:59901/tsfile/live/0001_31.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://111.160.17.2:59901/tsfile/live/0001_32.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://111.160.17.2:59901/tsfile/live/0001_33.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://111.160.17.2:59901/tsfile/live/0001_34.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://111.160.17.2:59901/tsfile/live/0001_35.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://111.160.17.2:59901/tsfile/live/0001_36.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://111.160.17.2:59901/tsfile/live/0001_37.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://111.160.17.2:59901/tsfile/live/0001_38.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://111.160.17.2:59901/tsfile/live/0001_39.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://111.160.17.2:59901/tsfile/live/0001_40.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://111.160.17.2:59901/tsfile/live/0001_41.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://111.160.17.2:59901/tsfile/live/0001_42.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://111.160.17.2:59901/tsfile/live/0001_43.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://111.160.17.2:59901/tsfile/live/0001_44.m3u8?key=txiptv&playlive=1&authid=0
三沙卫视,http://111.160.17.2:59901/tsfile/live/0001_45.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://111.160.17.2:59901/tsfile/live/0001_46.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://111.160.17.2:59901/tsfile/live/0001_47.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://111.160.17.2:59901/tsfile/live/0001_48.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://111.160.17.2:59901/tsfile/live/0001_49.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视，,http://111.160.17.2:59901/tsfile/live/0001_50.m3u8?key=txiptv&playlive=1&authid=0

//济南联通
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://124.128.73.58:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://124.128.73.58:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://124.128.73.58:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://124.128.73.58:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://124.128.73.58:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://124.128.73.58:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://124.128.73.58:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://124.128.73.58:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://124.128.73.58:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://124.128.73.58:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://124.128.73.58:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://124.128.73.58:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://124.128.73.58:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://124.128.73.58:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://124.128.73.58:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://124.128.73.58:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://124.128.73.58:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://124.128.73.58:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://124.128.73.58:9901/tsfile/live/0107_2.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://124.128.73.58:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://124.128.73.58:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://124.128.73.58:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://124.128.73.58:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
旅游卫视,http://124.128.73.58:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://124.128.73.58:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://124.128.73.58:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://124.128.73.58:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://124.128.73.58:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://124.128.73.58:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://124.128.73.58:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://124.128.73.58:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://124.128.73.58:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://124.128.73.58:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://124.128.73.58:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://124.128.73.58:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://124.128.73.58:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://124.128.73.58:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://124.128.73.58:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://124.128.73.58:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://124.128.73.58:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://124.128.73.58:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视,http://124.128.73.58:9901/tsfile/live/0129_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://124.128.73.58:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://124.128.73.58:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://124.128.73.58:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://124.128.73.58:9901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://124.128.73.58:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://124.128.73.58:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
齐鲁高清,http://124.128.73.58:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,http://124.128.73.58:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
山东综艺,http://124.128.73.58:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
山东影视,http://124.128.73.58:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
济南综合,http://124.128.73.58:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
济南都市,http://124.128.73.58:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
济南影视,http://124.128.73.58:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
海看大片,http://124.128.73.58:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0

//山东省东营市联通
CCTV1,http://222.134.245.16:9901/tsfile/live/0001_1.m3u8
CCTV2,http://222.134.245.16:9901/tsfile/live/0002_1.m3u8
CCTV3,http://222.134.245.16:9901/tsfile/live/0003_1.m3u8
CCTV4,http://222.134.245.16:9901/tsfile/live/0004_1.m3u8
CCTV5,http://222.134.245.16:9901/tsfile/live/0005_1.m3u8
CCTV5+,http://222.134.245.16:9901/tsfile/live/0016_1.m3u8
CCTV6,http://222.134.245.16:9901/tsfile/live/0006_1.m3u8
CCTV7,http://222.134.245.16:9901/tsfile/live/0007_1.m3u8
CCTV8,http://222.134.245.16:9901/tsfile/live/0008_1.m3u8
CCTV9,http://222.134.245.16:9901/tsfile/live/0009_1.m3u8
CCTV10,http://222.134.245.16:9901/tsfile/live/0010_1.m3u8
CCTV11,http://222.134.245.16:9901/tsfile/live/0011_1.m3u8
CCTV12,http://222.134.245.16:9901/tsfile/live/0012_1.m3u8
CCTV13,http://222.134.245.16:9901/tsfile/live/0013_1.m3u8
CCTV14,http://222.134.245.16:9901/tsfile/live/0014_1.m3u8
CCTV15,http://222.134.245.16:9901/tsfile/live/0015_1.m3u8
CCTV17,http://222.134.245.16:9901/tsfile/live/0019_1.m3u8
山东卫视,http://222.134.245.16:9901/tsfile/live/0131_1.m3u8
重庆卫视,http://222.134.245.16:9901/tsfile/live/0142_1.m3u8
陕西卫视,http://222.134.245.16:9901/tsfile/live/0136_1.m3u8
四川卫视,http://222.134.245.16:9901/tsfile/live/0123_1.m3u8
河南卫视,http://222.134.245.16:9901/tsfile/live/0139_1.m3u8
云南卫视,http://222.134.245.16:9901/tsfile/live/0119_1.m3u8
吉林卫视,http://222.134.245.16:9901/tsfile/live/0116_1.m3u8
北京卫视,http://222.134.245.16:9901/tsfile/live/0122_1.m3u8
江苏卫视,http://222.134.245.16:9901/tsfile/live/0127_1.m3u8
浙江卫视,http://222.134.245.16:9901/tsfile/live/0124_1.m3u8
湖南卫视,http://222.134.245.16:9901/tsfile/live/0128_1.m3u8
新疆卫视,http://222.134.245.16:9901/tsfile/live/0110_1.m3u8
内蒙古卫视,http://222.134.245.16:9901/tsfile/live/0109_1.m3u8
安徽卫视,http://222.134.245.16:9901/tsfile/live/0130_1.m3u8
湖北卫视,http://222.134.245.16:9901/tsfile/live/0132_1.m3u8
辽宁卫视,http://222.134.245.16:9901/tsfile/live/0121_1.m3u8
天津卫视,http://222.134.245.16:9901/tsfile/live/0135_1.m3u8
河北卫视,http://222.134.245.16:9901/tsfile/live/0117_1.m3u8
东方卫视,http://222.134.245.16:9901/tsfile/live/0107_1.m3u8
东南卫视,http://222.134.245.16:9901/tsfile/live/0137_1.m3u8
广西卫视,http://222.134.245.16:9901/tsfile/live/0113_1.m3u8
山西卫视,http://222.134.245.16:9901/tsfile/live/0118_1.m3u8
